"exercise_id","assignment_id","SHA2(CONCAT(vs.user_id+'secret'), 224)","response","title","description","task_json"
"50812","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Definition lokale Variable","Was ist eine lokale Variable?","{""answers"":[{""text"":""Eine lokale Variable ist eine Variable die nur in einem bestimmten Kontext (Scope) definiert ist."",""score"":1}]}"
"50813","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Scope von Variablen","An welche Strukturellen Einheiten können Variable in Java gebunden werden?","{""answers"":[{""text"":""Variable in Java k\u00f6nnen an Bl\u00f6cke, Funktionen, Instanzen und Klassen gebunden werden."",""score"":1}]}"
"50807","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""methode\r\nausf[hrbar\r\nsammlung von anweisungen""]","Definition Operation","Was ist eine Operation?","{""answers"":[{""text"":""Eine Operation ist eine gruppierung von Anweisungen zu einem Ausf\u00fchrungskontext."",""score"":1}]}"
"50724","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""in der O-Notation""]","Zeitkomplexität von Algorithmen","Wie wird die Zeitkomplexität von Algorithmen angegeben?","{""answers"":[{""text"":""Die Zeitkomplexit\u00e4t wird \u00fcber die Anzahl an ben\u00f6tigten Rechenschritten in Abh\u00e4ngigkeit von der Eingabegr\u00f6\u00dfe angegeben."",""score"":1}]}"
"50814","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Definition globale Variable","Was ist eine globale Variable?","{""answers"":[{""text"":""Eine globale Variable ist eine auf welche von \u00fcberall innerhalb eines zugegriffen werden kann."",""score"":1}]}"
"50808","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""""]","Funktion von Operationen","Wozu dienen Operationen?","{""answers"":[{""text"":""Operationen k\u00f6nnen an verschiedenen Stellen verwendet werden und ersparen somit Code. Sie dienen au\u00dferdem zur Strukturierung des Codes in semantisch zusammenh\u00e4ngende Teilabschnitte."",""score"":1}]}"
"50815","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Grund für lokale Variablen","Warum sind nicht einfach alle Variablen global?","{""answers"":[{""text"":""Das binden von Variablen an bestimmte Ausf\u00fchrungskontexte spart Speicherplatz und erlaubt die unabh\u00e4ngige Wiederverwendung von Variablennamen in verschiedenen Kontexten."",""score"":1}]}"
"50816","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Werterhaltung zwischen Operationen","Wie kann man Werte zwischen Operationen erhalten?","{""answers"":[{""text"":""Werte k\u00f6nnen \u00fcber Parameter und R\u00fcckgabewerte weitergegeben werden oder in einem gr\u00f6\u00dferen Kontext wie zum Beispiel einer Klasse oder global definiert werden."",""score"":1}]}"
"50817","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","""Call by value""","Was ist das Prinzip von “call by value”?","{""answers"":[{""text"":""\u201cCall by value\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Kopie des Wertes einer Variablen \u00fcbergeben wird, sodass \u00c4nderungen dieses Wertes innerhalb der Funktion keinen Effekte auf den urspr\u00fcnglichen Wert hat."",""score"":1}]}"
"50818","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","""Call by reference""","Was ist das Prinzip von “call by reference”?","{""answers"":[{""text"":""\u201cCall by reference\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Referenz selber \u00fcbergeben wird, sodass \u00c4nderungen der Referenz selber auch \u00fcber die Operation hinaus bestehen bleiben."",""score"":1}]}"
"50810","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""""]","Funktion der Signatur","Wozu dient eine Signatur?","{""answers"":[{""text"":""Die Signatur dient zur eindeutigen Identifikation einer Operation."",""score"":1}]}"
"50819","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Funktion von Paketen in Java","Wozu dienen Pakete in Java?","{""answers"":[{""text"":""Pakete k\u00f6nnen genutzt werden um Klassen semantisch zu gruppieren und gemeinsam verf\u00fcgbar zu machen."",""score"":1}]}"
"50820","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Paketzuordnung","Wie werden Klassen in Java einem Paket zugeordnet?","{""answers"":[{""text"":""Die Dateien der zum Paket zugeh\u00f6rigen Klassen m\u00fcssen im selben Verzeichnis liegen und dem Paket mit der Anweisung 'package <Verzeichnispfad>' hinzugef\u00fcgt werden."",""score"":1}]}"
"50821","7263","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Sichtbarkeits Modifikatoren","Wozu dienen Modifikatoren public und private in Java?","{""answers"":[{""text"":""Die Modifikatoren regeln die Sichtbarkeit und Zugriffsberechtigungen von Feldern und Operationen von Klassen. Mit public deklarierte Felder sind von \u00fcberall sichtbar wohingegen mit private deklarierte Felder nur innerhalb der eigenen Klasse verf\u00fcgbar sind."",""score"":1}]}"
"50730","7253","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Man braucht einen gesuchten Wert und ein Array in dem gesucht werden soll. Jetzt wird bei jedem Index des Arrays gepr\u00fcft ob es dem gesuchten Wert entspricht. Falls ein Eintrag dem gesuchten Wert entspricht kann true und der Index zur\u00fcck gegeben werden. Falls alle Eintr\u00e4ge durchlaufen werden und der Wert nicht gefunden wird ist er nicht im Array enthalten.""]","Lineare Suche","Beschreibe das Vorgehen bei der lineare Suche.","{""answers"":[{""text"":""Jedes Element der zu durchsuchenden Menge wird der Reihe nach mit dem gesuchten Element verglichen."",""score"":1}]}"
"50812","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""""]","Definition lokale Variable","Was ist eine lokale Variable?","{""answers"":[{""text"":""Eine lokale Variable ist eine Variable die nur in einem bestimmten Kontext (Scope) definiert ist."",""score"":1}]}"
"50724","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Zeitkomplexität von Algorithmen","Wie wird die Zeitkomplexität von Algorithmen angegeben?","{""answers"":[{""text"":""Die Zeitkomplexit\u00e4t wird \u00fcber die Anzahl an ben\u00f6tigten Rechenschritten in Abh\u00e4ngigkeit von der Eingabegr\u00f6\u00dfe angegeben."",""score"":1}]}"
"50725","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Definition Rechenschritt","Wie ist ein Rechenschritt definiert?","{""answers"":[{""text"":""Ein einzelner Rechenschritt hat einen Zeitaufwand von konstanter Gr\u00f6\u00dfe."",""score"":1}]}"
"50726","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Komplexität Sortieren von Strings","Warum ist die Laufzeit für das Sortieren von Strings im Gegensatz zu Integern nicht allein von der Anzahl der zu sortierenden Elemente abhängig?","{""answers"":[{""text"":""Weil die L\u00e4nge eines Strings theoretisch keine obere Schranke besitzt. Die Laufzeit f\u00fcr den Vergleich von zwei Strings ist daher nicht konstant, sondern von der L\u00e4nge der Strings abh\u00e4ngig."",""score"":1}]}"
"50813","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""""]","Scope von Variablen","An welche Strukturellen Einheiten können Variable in Java gebunden werden?","{""answers"":[{""text"":""Variable in Java k\u00f6nnen an Bl\u00f6cke, Funktionen, Instanzen und Klassen gebunden werden."",""score"":1}]}"
"50727","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","O-Notation","Was wird über die O-Notation angegeben?","{""answers"":[{""text"":""Die O-Notation beschreibt eine obere Schranke f\u00fcr die Wachstumsrate einer Funktion."",""score"":1}]}"
"50728","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","O(1)","Was bedeutet eine Laufzeitangabe von O(1)?","{""answers"":[{""text"":""O(1) bedeutet, dass der Algorithmus unabh\u00e4ngig von der Eingabe eine konstante Anzahl an Rechenschritten ben\u00f6tigt."",""score"":1}]}"
"50729","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Rechenschritte vs Sekunden","Was ist der Vorteil einer Angabe in Rechenschritten gegenüber einer Angabe in Sekunden oder der Zahl der Maschinenbefehle?","{""answers"":[{""text"":""Die Angabe in Rechenschritten ist unabh\u00e4ngig von der jeweiligen Umsetzung in einer Programmiersprachen und den Hardware Eigenschaften eines Computers wie Taktfrequenzen und Prozessorarchitekturen."",""score"":1}]}"
"50730","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Lineare Suche","Beschreibe das Vorgehen bei der lineare Suche.","{""answers"":[{""text"":""Jedes Element der zu durchsuchenden Menge wird der Reihe nach mit dem gesuchten Element verglichen."",""score"":1}]}"
"50731","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Binäre Suche","Beschreibe das Vorgehen bei der binären Suche.","{""answers"":[{""text"":""Es wird immer nur das mittlere Element der noch zu durchsuchenden Menge mit dem gesuchten Element verglichen. Die anschlie\u00dfend noch zu durchsuchende Menge ist jeweils diejenige H\u00e4lfte der Menge welche bez\u00fcglich des Suchkriteriums im gleichen Verh\u00e4ltnis zum mittleren Element steht, wie das zu suchende Element."",""score"":1}]}"
"50814","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""""]","Definition globale Variable","Was ist eine globale Variable?","{""answers"":[{""text"":""Eine globale Variable ist eine auf welche von \u00fcberall innerhalb eines zugegriffen werden kann."",""score"":1}]}"
"50732","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Kriterium für binäre Suche","Welches Kriterium muss eine Menge von Elementen erfüllen, damit die binäre Suche angewandt werden kann?","{""answers"":[{""text"":""Die Menge muss sortiert sein."",""score"":1}]}"
"50733","7253","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Vorteil der binären Suche","Warum ist die binäre Suche der linearen vorzuziehen?","{""answers"":[{""text"":""Die bin\u00e4re Suche hat eine deutlich geringere Laufzeit."",""score"":1}]}"
"50884","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50885","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Idee von SelectionSort","Was ist die Idee von SelectionSort?","{""answers"":[{""text"":""Die Idee ist, iterativ das gr\u00f6\u00dfte Element aus dem aktuellen Array auszusortieren."",""score"":1}]}"
"50886","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Ineffizienz von SelectionSort","Was macht SelectionSort so ineffizient?","{""answers"":[{""text"":""Die f\u00fcr die Bestimmung des gr\u00f6\u00dften Elementes gemachten Vergleiche werden nicht wiederverwendet."",""score"":1}]}"
"50815","7263","9cbcb7142c0ba8e0acabe63fa0665db839f24ed7f11f2b8e2e8f47b6","[""""]","Grund für lokale Variablen","Warum sind nicht einfach alle Variablen global?","{""answers"":[{""text"":""Das binden von Variablen an bestimmte Ausf\u00fchrungskontexte spart Speicherplatz und erlaubt die unabh\u00e4ngige Wiederverwendung von Variablennamen in verschiedenen Kontexten."",""score"":1}]}"
"50887","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Sortieren von Nachbarn","Was ist die gemeinsame Grundidee von Sortierverfahren die auf Nachbartäuschen basieren?","{""answers"":[{""text"":""Die Sortierverfahren beruhen darauf benachbarte Elemente zu vergleichen und  Fehlstellungen zu korrigieren. Das Array wird so lange durchlaufen, bis alle Nachbarn richtig sortiert sind."",""score"":1}]}"
"50888","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","BubbleSort","Warum sind Sortierverfahren die darauf beruhen Fehlstellungen von Nachbarn zu beheben im best-case besser als n*log(n)?","{""answers"":[{""text"":""Bei einem sortierten Array gibt es keine Fehlstellungen. Das Array muss deshalb nur einmal durchlaufen werden."",""score"":1}]}"
"50889","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Idee HeapSort","Was ist die Idee von Heapsort?","{""answers"":[{""text"":""Die Elemente werden so in einem Bin\u00e4rbaum arrangiert, dass eine Kante immer einen Vergleich zwischen zwei Elementen darstellt, bei welchem der Vater das gr\u00f6\u00dfere Element ist. Die so gespeicherten Vergleichsinformationen verschnellern die Suche nach dem gr\u00f6\u00dften Element."",""score"":1}]}"
"50890","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Eigenschaften eines Heaps","Welche Eigenschaften eines Heaps sind essentiell für das sortieren?","{""answers"":[{""text"":""Der gr\u00f6\u00dfte Wert aller Knoten in jedem Teilbaum ist in dessen Wurzel. Ein Heap besitzt eine maximale Tiefe von log(n)."",""score"":1}]}"
"50731","7253","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Man schaut sich den mittleren Wert einer sortierten (Teil-)Menge an und pr\u00fcft, ob das der gesuchte Wert ist. Falls ja hat man ihn gefunden. Falls nicht, dann wiederholt man den Schritt in der Teilmenge mit den kleineren Eintr\u00e4gen, falls der gesuchte Wert kleiner als der gepr\u00fcfte Wert ist und sonst in der Teilmenge mit den gr\u00f6\u00dferen Eintr\u00e4gen.""]","Binäre Suche","Beschreibe das Vorgehen bei der binären Suche.","{""answers"":[{""text"":""Es wird immer nur das mittlere Element der noch zu durchsuchenden Menge mit dem gesuchten Element verglichen. Die anschlie\u00dfend noch zu durchsuchende Menge ist jeweils diejenige H\u00e4lfte der Menge welche bez\u00fcglich des Suchkriteriums im gleichen Verh\u00e4ltnis zum mittleren Element steht, wie das zu suchende Element."",""score"":1}]}"
"50891","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Struktur eines Heap","Wie muss ein Binärbaum strukturiert sein um ihn in einer Laufzeit von n*log(n) in einen Heap transformiert werden zu können? Die Binärbäume in den folgenden Aufgaben weisen stets diese Struktur auf.","{""answers"":[{""text"":""Alle Ebenen des Baumes, bis auf die letzte, m\u00fcssen vollst\u00e4ndig bef\u00fcllt sein. Die letzte Ebene muss vom linken Ende bis zum rechtesten Element vollst\u00e4ndig bef\u00fcllt sein."",""score"":1}]}"
"50892","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Heap reparieren","Wie wird aus einem Binärbaum dessen beiden Teilbäume selber Heaps sind ein Heap erstellt? Wieso benötigt diese Operation eine log(n) Schritte?","{""answers"":[{""text"":""Das Element in der Wurzel tauscht immer wieder die Position mit dem gr\u00f6\u00dferen seiner Kinder, bis es selber wieder ein Blatt ist oder gr\u00f6\u00dfer ist als beide Kinder. Der Bin\u00e4rbaum besitzt maximal log(n) Ebenen."",""score"":1}]}"
"50893","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Heap Initiierung","Wie wird der initiale Heap aus einem Binärbaum erstellt?","{""answers"":[{""text"":""Es wird in der vorletzten Ebene angefangen und in den Ebenen aufsteigend aus jedem Teilbaum des Bin\u00e4rbaumes ein Heap erstellt. Alle Bl\u00e4tter des Bin\u00e4rbaumes sind bereits Heaps und k\u00f6nnen daher ausgelassen werden."",""score"":1}]}"
"50732","7253","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Sie muss sortiert sein.""]","Kriterium für binäre Suche","Welches Kriterium muss eine Menge von Elementen erfüllen, damit die binäre Suche angewandt werden kann?","{""answers"":[{""text"":""Die Menge muss sortiert sein."",""score"":1}]}"
"50894","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Rekursion","Was ist eine rekursive Operation?","{""answers"":[{""text"":""Das ist eine Operation, die sich selbst wieder aufruft."",""score"":1}]}"
"50895","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Idee MergeSort","Was ist die Idee des rekursiven MergeSort Algorithmus?","{""answers"":[{""text"":""Der Mergesort Algorithmus halbiert die zu sortierende Menge, sofern die Menge mehr als zwei Elemente enth\u00e4lt. Anschlie\u00dfend ruft er sich selbst an beiden Teilmenge auf, bevor er die sortierten Ergebnisse dann zusammenf\u00fcgt. Eine Menge von 2 oder weniger Elementen wird einfach sortiert zur\u00fcckgegeben."",""score"":1}]}"
"50733","7253","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Weil die Laufzeit \/ Zeitkomplexit\u00e4t besser ist.""]","Vorteil der binären Suche","Warum ist die binäre Suche der linearen vorzuziehen?","{""answers"":[{""text"":""Die bin\u00e4re Suche hat eine deutlich geringere Laufzeit."",""score"":1}]}"
"50896","7277","8e0f451513e2f54d26870ed083afd70e98a47af699a794298cf96ca8","[""""]","Laufzeitherleitung MergeSort","Stellen Sie sich die rekursive Aufteilung der zu sortierenden Menge in einem Binärbaum vor. Erklären sie anhand der Struktur dieses Binärbaumes warum MergeSort in der Laufzeitklasse O(n*log(n)) liegt.","{""answers"":[{""text"":""Auf jeder Ebene des Baumes sind alle n Elemente vorhanden. Beim mischen m\u00fcssen also auf jeder Ebene insgesamt n Elemente wieder vermischt werden. Der Baum hat maximal log(n) Ebenen. Es m\u00fcssen also log(n) mal alle n Elemente gemischt werden."",""score"":1}]}"
"50807","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Eine Operation ist eine Sammlung an Anweisungen, die zusammengefasst wurden.""]","Definition Operation","Was ist eine Operation?","{""answers"":[{""text"":""Eine Operation ist eine gruppierung von Anweisungen zu einem Ausf\u00fchrungskontext."",""score"":1}]}"
"50808","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Wenn eine Operation ein Teilproblem korret l\u00f6st kann die Operation einfach aufgerufen statt sich mehrere Male mit dem Teilproblem zu besch\u00e4ftigen. Dadurch werden Problem durch \""Divide and Conquer\"" leichter zu l\u00f6sen und auch Quelltext wird \u00fcbersichtlicher.""]","Funktion von Operationen","Wozu dienen Operationen?","{""answers"":[{""text"":""Operationen k\u00f6nnen an verschiedenen Stellen verwendet werden und ersparen somit Code. Sie dienen au\u00dferdem zur Strukturierung des Codes in semantisch zusammenh\u00e4ngende Teilabschnitte."",""score"":1}]}"
"50815","7263","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Weil dann zuviele Variablen ben\u00f6tigt w\u00fcrden, was nicht \u00fcbersichtlich w\u00e4re. Au\u00dferdem k\u00f6nnen mit lokalen Varibalen Namen wiederverwendet werden.""]","Grund für lokale Variablen","Warum sind nicht einfach alle Variablen global?","{""answers"":[{""text"":""Das binden von Variablen an bestimmte Ausf\u00fchrungskontexte spart Speicherplatz und erlaubt die unabh\u00e4ngige Wiederverwendung von Variablennamen in verschiedenen Kontexten."",""score"":1}]}"
"50816","7263","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Man erh\u00e4lt Werte \u00fcber den R\u00fcckgabewert.""]","Werterhaltung zwischen Operationen","Wie kann man Werte zwischen Operationen erhalten?","{""answers"":[{""text"":""Werte k\u00f6nnen \u00fcber Parameter und R\u00fcckgabewerte weitergegeben werden oder in einem gr\u00f6\u00dferen Kontext wie zum Beispiel einer Klasse oder global definiert werden."",""score"":1}]}"
"50725","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""O(1)""]","Definition Rechenschritt","Wie ist ein Rechenschritt definiert?","{""answers"":[{""text"":""Ein einzelner Rechenschritt hat einen Zeitaufwand von konstanter Gr\u00f6\u00dfe."",""score"":1}]}"
"50726","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""Weil die gr\u00f6\u00dfe der zu sortierenden Strings variabel ist""]","Komplexität Sortieren von Strings","Warum ist die Laufzeit für das Sortieren von Strings im Gegensatz zu Integern nicht allein von der Anzahl der zu sortierenden Elemente abhängig?","{""answers"":[{""text"":""Weil die L\u00e4nge eines Strings theoretisch keine obere Schranke besitzt. Die Laufzeit f\u00fcr den Vergleich von zwei Strings ist daher nicht konstant, sondern von der L\u00e4nge der Strings abh\u00e4ngig."",""score"":1}]}"
"50727","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""Die laufzeit in Abh\u00e4ngigkeit von der Eingabegr\u00f6\u00dfe""]","O-Notation","Was wird über die O-Notation angegeben?","{""answers"":[{""text"":""Die O-Notation beschreibt eine obere Schranke f\u00fcr die Wachstumsrate einer Funktion."",""score"":1}]}"
"50728","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""eine konstante Laufzeit""]","O(1)","Was bedeutet eine Laufzeitangabe von O(1)?","{""answers"":[{""text"":""O(1) bedeutet, dass der Algorithmus unabh\u00e4ngig von der Eingabe eine konstante Anzahl an Rechenschritten ben\u00f6tigt."",""score"":1}]}"
"50809","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Der Name der Operation und ihre Parameter.""]","Signatur in Java","Was gehört zu der Signatur einer Operation in Java?","{""answers"":[{""text"":""Zur Signatur einer Operation in Java geh\u00f6ren der Name und die Parameter, insbesondere die Parameterzahl und Reihenfolge der Typen."",""score"":1}]}"
"50729","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""unabh\u00e4ngig von System etc.""]","Rechenschritte vs Sekunden","Was ist der Vorteil einer Angabe in Rechenschritten gegenüber einer Angabe in Sekunden oder der Zahl der Maschinenbefehle?","{""answers"":[{""text"":""Die Angabe in Rechenschritten ist unabh\u00e4ngig von der jeweiligen Umsetzung in einer Programmiersprachen und den Hardware Eigenschaften eines Computers wie Taktfrequenzen und Prozessorarchitekturen."",""score"":1}]}"
"50810","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Um festzuhalten unter welchem Namen eine Operation aufruft und welche Argumente man dabei braucht. Au\u00dferdem um die Parameter f\u00fcr den Operationsrumpf zu bennenen.""]","Funktion der Signatur","Wozu dient eine Signatur?","{""answers"":[{""text"":""Die Signatur dient zur eindeutigen Identifikation einer Operation."",""score"":1}]}"
"50730","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""Man vergleicht nacheinander jedes Element mit dem gesuchten, durch Abbruchbedingung bei Finden, l\u00e4sst sich Laufzeit verk\u00fcrzen""]","Lineare Suche","Beschreibe das Vorgehen bei der lineare Suche.","{""answers"":[{""text"":""Jedes Element der zu durchsuchenden Menge wird der Reihe nach mit dem gesuchten Element verglichen."",""score"":1}]}"
"50811","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Ein Parameter ist eine Variable die sp\u00e4ter in ihrer Operation verwendet werden kann.""]","Definition Parameter","Was ist ein Parameter?","{""answers"":[{""text"":""Ein Parameter ist eine lokale Variable eine Operation, die beim Aufruf von au\u00dfen mit einem Wert versehen werden kann."",""score"":1}]}"
"50812","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Eine lokale Variable ist eine Variable die nur in einem Teil eines Programms existiert.""]","Definition lokale Variable","Was ist eine lokale Variable?","{""answers"":[{""text"":""Eine lokale Variable ist eine Variable die nur in einem bestimmten Kontext (Scope) definiert ist."",""score"":1}]}"
"50813","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""""]","Scope von Variablen","An welche Strukturellen Einheiten können Variable in Java gebunden werden?","{""answers"":[{""text"":""Variable in Java k\u00f6nnen an Bl\u00f6cke, Funktionen, Instanzen und Klassen gebunden werden."",""score"":1}]}"
"50731","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""Das Array wird vorsortiert. Das gesuchte Element wird mit dem Mittleren Element verglichen, Suchbereich wird ver\u00e4ndert, je nachdem ob gesuchtes Element gr\u00f6\u00dfer oder kleiner ist als Mitte""]","Binäre Suche","Beschreibe das Vorgehen bei der binären Suche.","{""answers"":[{""text"":""Es wird immer nur das mittlere Element der noch zu durchsuchenden Menge mit dem gesuchten Element verglichen. Die anschlie\u00dfend noch zu durchsuchende Menge ist jeweils diejenige H\u00e4lfte der Menge welche bez\u00fcglich des Suchkriteriums im gleichen Verh\u00e4ltnis zum mittleren Element steht, wie das zu suchende Element."",""score"":1}]}"
"50732","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""Sie muss vorsortiert sein""]","Kriterium für binäre Suche","Welches Kriterium muss eine Menge von Elementen erfüllen, damit die binäre Suche angewandt werden kann?","{""answers"":[{""text"":""Die Menge muss sortiert sein."",""score"":1}]}"
"50733","7253","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""K\u00fcrzere Average Case Laufzeit, da unter bestimmten Bedingungen nicht gesamtes Array durchsucht werden muss, nur wenn gesuchte Zahl nicht enthalten ist""]","Vorteil der binären Suche","Warum ist die binäre Suche der linearen vorzuziehen?","{""answers"":[{""text"":""Die bin\u00e4re Suche hat eine deutlich geringere Laufzeit."",""score"":1}]}"
"50814","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Eine Variable auf die von \u00fcberall drauf zugegriffen werden kann.""]","Definition globale Variable","Was ist eine globale Variable?","{""answers"":[{""text"":""Eine globale Variable ist eine auf welche von \u00fcberall innerhalb eines zugegriffen werden kann."",""score"":1}]}"
"50807","7263","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""""]","Definition Operation","Was ist eine Operation?","{""answers"":[{""text"":""Eine Operation ist eine gruppierung von Anweisungen zu einem Ausf\u00fchrungskontext."",""score"":1}]}"
"50808","7263","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""""]","Funktion von Operationen","Wozu dienen Operationen?","{""answers"":[{""text"":""Operationen k\u00f6nnen an verschiedenen Stellen verwendet werden und ersparen somit Code. Sie dienen au\u00dferdem zur Strukturierung des Codes in semantisch zusammenh\u00e4ngende Teilabschnitte."",""score"":1}]}"
"50815","7263","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Weil nicht jeder Teilaspekt eines Programms mit jedem anderen zu tun hat. Au\u00dferdem w\u00fcrde das mehr Speicher kosten, weil die eigentlich lokalen Variablen dann nicht nach Abschluss einer Operation, Schleife, o.\u00c4. gel\u00f6scht werden k\u00f6nnten.""]","Grund für lokale Variablen","Warum sind nicht einfach alle Variablen global?","{""answers"":[{""text"":""Das binden von Variablen an bestimmte Ausf\u00fchrungskontexte spart Speicherplatz und erlaubt die unabh\u00e4ngige Wiederverwendung von Variablennamen in verschiedenen Kontexten."",""score"":1}]}"
"50809","7263","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""public <R\u00fcckgabetyp> <Name der Klasse> (PArameter)""]","Signatur in Java","Was gehört zu der Signatur einer Operation in Java?","{""answers"":[{""text"":""Zur Signatur einer Operation in Java geh\u00f6ren der Name und die Parameter, insbesondere die Parameterzahl und Reihenfolge der Typen."",""score"":1}]}"
"50810","7263","53750c72b7bb26cb6ff7115e383ca150d5a632a909a7f79e2f5274a4","[""UM Operationen mit ihrem Namen aufrufen zu k\u00f6nnen, je nach anzahl der PArameter werden unterschiedliche Operationen aufgerufen""]","Funktion der Signatur","Wozu dient eine Signatur?","{""answers"":[{""text"":""Die Signatur dient zur eindeutigen Identifikation einer Operation."",""score"":1}]}"
